iter	Logloss
834	0.6798794196
835	0.6798725732
836	0.679860748
837	0.6798453545
838	0.6798404246
839	0.6798274248
840	0.6798142647
841	0.6798034315
842	0.679795596
843	0.6797871002
844	0.6797762003
845	0.6797624257
846	0.6797511856
847	0.6797432942
848	0.6797340494
849	0.6797279847
850	0.6797211762
851	0.6797058061
852	0.6796964059
853	0.679687835
854	0.6796784847
855	0.6796670635
856	0.679652053
857	0.6796379719
858	0.6796204823
859	0.679608887
860	0.6796018399
861	0.679590556
862	0.6795833236
863	0.6795728366
864	0.6795607529
865	0.6795552653
866	0.6795468978
867	0.6795302266
868	0.6795173033
869	0.6795094704
870	0.6795005912
871	0.6794864898
872	0.6794784348
873	0.6794722372
874	0.6794666047
875	0.6794583843
876	0.6794506985
877	0.6794392477
878	0.6794293944
879	0.6794213044
880	0.6794143862
881	0.6794128459
882	0.6794024696
883	0.6793929437
884	0.6793805668
885	0.6793707731
886	0.6793619849
887	0.6793517713
888	0.6793465743
889	0.6793360295
890	0.6793281805
891	0.679318334
892	0.6793106466
893	0.6793037261
894	0.6792900989
895	0.6792884259
896	0.6792795171
897	0.6792678057
898	0.6792614853
899	0.6792500069
900	0.6792378323
901	0.6792280468
902	0.679212019
903	0.6792065054
904	0.6791998913
905	0.6791901022
906	0.6791794484
907	0.6791724933
908	0.6791625472
909	0.6791522265
910	0.6791447864
911	0.6791338349
912	0.6791175398
913	0.6791074696
914	0.6791024436
915	0.6790901467
916	0.6790812229
917	0.679073701
918	0.6790650353
919	0.6790596465
920	0.6790501786
921	0.6790402412
922	0.6790340251
923	0.6790180768
924	0.6790091289
925	0.6790040948
926	0.6789972475
927	0.6789835192
928	0.6789753376
929	0.6789635274
930	0.6789522088
931	0.6789405769
932	0.6789298097
933	0.6789206104
934	0.6789122224
935	0.6789005958
936	0.6788906183
937	0.6788847269
938	0.6788793401
939	0.6788610102
940	0.6788516533
941	0.6788354745
942	0.6788273726
943	0.6788191862
944	0.6788112783
945	0.6788049853
946	0.6787978229
947	0.678787493
948	0.6787793209
949	0.6787680288
950	0.6787497606
951	0.6787399086
952	0.6787318334
953	0.6787227178
954	0.6787176693
955	0.6787062517
956	0.6786956088
957	0.6786855477
958	0.678675417
959	0.6786680728
960	0.6786579119
961	0.6786464987
962	0.6786380066
963	0.6786285765
964	0.6786244685
965	0.6786160728
966	0.6786040689
967	0.6785966186
968	0.6785902531
969	0.6785841316
970	0.6785751063
971	0.6785669849
972	0.6785597604
973	0.6785518559
974	0.6785422183
975	0.6785341885
976	0.6785209377
977	0.6785164029
978	0.6785050856
979	0.678494671
980	0.6784846536
981	0.6784771836
982	0.6784683691
983	0.6784551973
984	0.6784447352
985	0.6784289404
986	0.6784123487
987	0.6784002418
988	0.6783943708
989	0.6783864014
990	0.6783760514
991	0.6783666837
992	0.6783589125
993	0.6783558067
994	0.6783416797
995	0.6783340439
996	0.6783235548
997	0.6783143424
998	0.6783023932
999	0.6782910842
1000	0.6782823256
1001	0.678273432
1002	0.6782580604
1003	0.6782489382
1004	0.6782371173
1005	0.6782236366
1006	0.6782064104
1007	0.6781978728
1008	0.678187367
1009	0.6781773607
1010	0.6781633884
1011	0.6781538053
1012	0.6781472301
1013	0.6781383912
1014	0.6781327724
1015	0.6781258479
1016	0.678116288
1017	0.6781046209
1018	0.6780961994
1019	0.6780788182
1020	0.6780688811
1021	0.678060891
1022	0.6780608286
1023	0.6780492789
1024	0.6780419282
1025	0.6780304771
1026	0.6780197074
1027	0.678012424
1028	0.6779981707
1029	0.6779862285
1030	0.6779782198
1031	0.677970681
1032	0.677964494
1033	0.6779508381
1034	0.677944235
1035	0.6779324324
1036	0.6779276624
1037	0.677920966
1038	0.6779079887
1039	0.67789804
1040	0.6778891706
1041	0.6778809278
1042	0.6778765446
1043	0.6778663217
1044	0.6778534761
1045	0.6778438122
